"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 03 21:32:29 CLST 2024","Thu Oct 03 21:35:02 CLST 2024","152218","Ida","","","","","Ofertar viaje de Ida",""
